source,source_name,target,target_name,relationship,use,cash_flow,amount,evidence,confidence
ALAB,Astera Labs,3443.TW,Global Unichip,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ALAB,Astera Labs,6526.T,Socionext,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ARM,Arm Holdings,AVGO,Broadcom,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ARM,Arm Holdings,MRVL,Marvell Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ARM,Arm Holdings,RMBS,Rambus,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ARM,Arm Holdings,CRDO,Credo Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ARM,Arm Holdings,ALAB,Astera Labs,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ARM,Arm Holdings,3661.TW,Alchip Technologies,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ARM,Arm Holdings,3443.TW,Global Unichip,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ARM,Arm Holdings,6526.T,Socionext,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3661.TW,Alchip Technologies,AVGO,Broadcom,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3661.TW,Alchip Technologies,MRVL,Marvell Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3661.TW,Alchip Technologies,RMBS,Rambus,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3661.TW,Alchip Technologies,CRDO,Credo Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3661.TW,Alchip Technologies,ALAB,Astera Labs,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3661.TW,Alchip Technologies,ARM,Arm Holdings,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3661.TW,Alchip Technologies,3443.TW,Global Unichip,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3661.TW,Alchip Technologies,6526.T,Socionext,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3443.TW,Global Unichip,AVGO,Broadcom,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3443.TW,Global Unichip,MRVL,Marvell Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3443.TW,Global Unichip,RMBS,Rambus,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3443.TW,Global Unichip,CRDO,Credo Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3443.TW,Global Unichip,ALAB,Astera Labs,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3443.TW,Global Unichip,ARM,Arm Holdings,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3443.TW,Global Unichip,3661.TW,Alchip Technologies,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
3443.TW,Global Unichip,6526.T,Socionext,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
6526.T,Socionext,AVGO,Broadcom,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
6526.T,Socionext,MRVL,Marvell Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
6526.T,Socionext,RMBS,Rambus,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
6526.T,Socionext,CRDO,Credo Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
6526.T,Socionext,ALAB,Astera Labs,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
6526.T,Socionext,ARM,Arm Holdings,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
6526.T,Socionext,3661.TW,Alchip Technologies,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
6526.T,Socionext,3443.TW,Global Unichip,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
000660.KS,SK hynix,ASX,ASE Technology Holding,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",000660.KS or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
000660.KS,SK hynix,AMKR,Amkor Technology,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",000660.KS or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
000660.KS,SK hynix,BESI.AS,BE Semiconductor Industries,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",000660.KS or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
000660.KS,SK hynix,KLIC,Kulicke & Soffa,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",000660.KS or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
000660.KS,SK hynix,042700.KQ,Hanmi Semiconductor,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",000660.KS or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
000660.KS,SK hynix,6266.T,TOWA,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",000660.KS or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
000660.KS,SK hynix,TER,Teradyne,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",000660.KS or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
000660.KS,SK hynix,6857.T,Advantest,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",000660.KS or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
000660.KS,SK hynix,ONTO,Onto Innovation,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",000660.KS or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
000660.KS,SK hynix,FORM,FormFactor,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",000660.KS or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
000660.KS,SK hynix,AEHR,Aehr Test Systems,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",000660.KS or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
000660.KS,SK hynix,COHU,Cohu,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",000660.KS or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
MU,Micron Technology,ASX,ASE Technology Holding,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",MU or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
MU,Micron Technology,AMKR,Amkor Technology,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",MU or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
MU,Micron Technology,BESI.AS,BE Semiconductor Industries,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",MU or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
MU,Micron Technology,KLIC,Kulicke & Soffa,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",MU or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
MU,Micron Technology,042700.KQ,Hanmi Semiconductor,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",MU or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
MU,Micron Technology,6266.T,TOWA,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",MU or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
MU,Micron Technology,TER,Teradyne,HBM/package/test ecosystem,"HBM stack, package, probe, burn-in, inspection and yield ramp",MU or its customers fund HBM/advanced package operations,mostly undisclosed,Micron/SK hynix + packaging supply-chain map,medium
